country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Pakistan,PK,PAK,586,Proportion of health care facilities with basic hygiene services,2019,54.52739999999999,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with basic hygiene services,2020,54.52739999999999,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with basic hygiene services,2021,54.52739999999999,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with basic hygiene services,2022,54.52739999999999,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with basic hygiene services,2023,54.52739999999999,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with basic hygiene services,2019,78.07835,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with basic hygiene services,2020,78.07835,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with basic hygiene services,2021,78.07835,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with basic hygiene services,2022,78.07835,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with basic hygiene services,2023,78.07835,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with basic hygiene services,2019,46.4471,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with basic hygiene services,2020,46.4471,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with basic hygiene services,2021,46.4471,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with basic hygiene services,2022,46.4471,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with basic hygiene services,2023,46.4471,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2000,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2001,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2002,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2003,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2004,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2005,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2006,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2007,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2008,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2009,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2010,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2011,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2012,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2013,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2014,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2015,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2016,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2017,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2018,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2019,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2020,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2021,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2022,100,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with basic hygiene services,2023,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2000,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2001,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2002,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2003,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2004,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2005,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2006,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2007,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2008,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2009,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2010,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2011,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2012,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2013,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2014,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2015,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2016,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2017,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2018,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2019,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2020,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2021,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2022,100,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with basic hygiene services,2023,100,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2013,86.65000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2014,86.65000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2015,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2016,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2017,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2018,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2019,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2020,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2021,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2022,85.59999999999999,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with basic hygiene services,2023,85.59999999999999,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2012,42.14901999999984,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2013,42.14901999999984,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2014,42.14901999999984,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2015,42.14901999999984,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2016,42.14901999999984,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2017,40.41755999999987,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2018,38.6860999999999,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2019,22.3,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2020,22.3,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2021,22.3,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2022,22.3,Total,,%,,,,Total
Sierra Leone,SL,SLE,694,Proportion of health care facilities with basic hygiene services,2023,22.3,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2000,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2001,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2002,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2003,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2004,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2005,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2006,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2007,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2008,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2009,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2010,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2011,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2012,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2013,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2014,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2015,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2016,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2017,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2018,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2019,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2020,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2021,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2022,100,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with basic hygiene services,2023,100,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2016,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2017,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2018,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2019,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2020,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2021,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2022,23.1061,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with basic hygiene services,2023,23.1061,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with basic hygiene services,2019,43.128,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with basic hygiene services,2020,43.128,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with basic hygiene services,2021,43.128,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with basic hygiene services,2022,43.128,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with basic hygiene services,2023,43.128,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2018,91.30564332225914,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2019,91.35298664451828,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2020,91.40032996677742,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2021,91.44767328903654,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2022,91.49501661129568,Total,,%,,,,Total
Sri Lanka,LK,LKA,144,Proportion of health care facilities with basic hygiene services,2023,91.54235993355482,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2017,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2018,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2019,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2020,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2021,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2022,86.65619999999998,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with basic hygiene services,2023,86.65619999999998,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2017,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2018,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2019,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2020,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2021,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2022,17.3134,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with basic hygiene services,2023,17.3134,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2018,83.6237,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2019,83.6237,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2020,83.6237,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2021,83.6237,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2022,83.6237,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with basic hygiene services,2023,83.6237,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2017,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2018,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2019,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2020,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2021,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2022,12.28571428571429,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with basic hygiene services,2023,12.28571428571429,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2014,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2015,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2016,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2017,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2018,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2019,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2020,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2021,93.27797833935018,Total,,%,,,,Total
Thailand,TH,THA,764,Proportion of health care facilities with basic hygiene services,2022,93.27797833935018,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2017,50.04088000000047,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2018,53.80176000000029,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2019,57.5626400000001,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2020,59.8101,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2021,59.8101,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2022,59.8101,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with basic hygiene services,2023,59.8101,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2003,17.49766026272584,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2004,17.49766026272584,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2005,17.49766026272584,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2006,17.49766026272584,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2007,17.49766026272584,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2008,17.9683144499179,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2009,18.43896863711007,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2010,18.90962282430212,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2011,19.38027701149429,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2012,19.85093119868645,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2013,20.32158538587851,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2014,20.79223957307067,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2015,21.26289376026272,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2016,21.73354794745489,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2017,22.20420213464695,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2018,22.67485632183912,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2019,23.14551050903117,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2020,23.61616469622334,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2021,24.0868188834155,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2022,24.55747307060756,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with basic hygiene services,2023,24.55747307060756,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2008,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2009,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2010,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2011,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2012,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2013,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2014,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2015,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2016,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2017,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2018,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2019,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2020,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2021,42.12655,Total,,%,,,,Total
"Tanzania, United Republic of",TZ,TZA,834,Proportion of health care facilities with basic hygiene services,2022,42.12655,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2016,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2017,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2018,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2019,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2020,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2021,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2022,27.044,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with basic hygiene services,2023,27.044,Total,,%,,,,Total
Yemen,YE,YEM,887,Proportion of health care facilities with basic hygiene services,2019,28,Total,,%,,,,Total
Yemen,YE,YEM,887,Proportion of health care facilities with basic hygiene services,2020,28,Total,,%,,,,Total
Yemen,YE,YEM,887,Proportion of health care facilities with basic hygiene services,2021,28,Total,,%,,,,Total
Yemen,YE,YEM,887,Proportion of health care facilities with basic hygiene services,2022,28,Total,,%,,,,Total
Yemen,YE,YEM,887,Proportion of health care facilities with basic hygiene services,2023,28,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2014,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2015,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2016,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2017,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2018,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2019,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2020,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2021,58.2,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with basic hygiene services,2022,58.2,Total,,%,,,,Total
